protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,F_distribution,Pvalue,Result
slr0440,376519.111069,354511.193668,271632.78318800003,289892.515442,261438.716988,228632.63893400002,192633.70298099998,210179.17126099998,387248.009709,509150.24119300005,241917.737627,599626.850862,224976.339648,728447.427666,395543.080528,393524.659229,539824.641927,462248.960286,649260.513806,383820.010435,2.9687223285006668,0.054382357900425324,no
slr0442,1780079.4246029998,3359892.908724,2792742.491249,2701229.275012,1621683.553997,1813839.7530790002,1072681.409066,2136361.601192,2122361.3591610002,1801293.8193376998,1872075.911706,2069183.39175,2069955.7759009998,1725913.8266238999,2055338.15479,1847315.4530240002,1763936.7608400001,2613423.235665,1917537.0713860001,1862205.491665,3.2832842036912826,0.04025987368565443,yes
slr0443,616745.268909,843564.1763691,1161226.713359,619055.174003,1080493.794924,1071503.4163239999,991448.243976,2153245.25887,3894063.56164,3826162.3422300005,2436250.529759,5324671.85095,2432283.7738900003,4791428.15982,3411086.59124,3268850.7037400003,6602418.42536,5286585.82861,5534599.82971,6287238.521269999,27.590743267724196,9.233732605950165e-07,yes
slr0444,2146775.90718334,2571259.578118,2079938.82897129,2357677.12278483,2737568.92531971,2206233.39893775,2316070.05372618,1574448.49257313,2810195.65603141,2372899.10412039,2732326.92658282,3483561.93109645,2529673.42816363,3155003.56784831,2950658.36525995,2751846.76897249,4287072.06993558,3587093.50233251,3566208.39699065,3317244.12402364,9.473489823433697,0.0005005988063364913,yes
slr0447,642363.44651,680664.453735,466108.220023,681955.163263,634900.910221,663416.538673,597881.490213,224046.23370300003,669399.378868,966900.3698049999,610656.825668,1029319.43343,576713.951232,1087356.13452,839417.5780600001,707213.197163,847515.963348,799775.29995,1410229.14933,799411.058668,2.555590537898378,0.08196669102111066,no
slr0451,255723.64658600002,294185.380675,146532.026392,161147.287805,162067.98655899998,134613.69318499998,160152.179092,101305.228646,115865.18829,144112.073047,116007.972477,200729.385996,88379.57111060001,173848.063454,160583.811392,141370.862012,221730.75599699997,114498.46898599999,284287.140423,183356.844762,1.9031346937037597,0.16225920988782244,no
slr0452,9585681.56828586,11571573.799763901,8056783.582282499,9535689.13239862,7929263.3752925005,7327931.40400949,7552158.87498609,5341843.47967741,18429051.6349154,17688957.784374397,12556232.697367,18136332.2374328,10232504.397722099,17957800.170595802,14528332.377254901,13398640.4837043,21437029.7418636,16858532.7466075,17650842.760471802,23298488.6479722,17.361059298461633,1.685748431482396e-05,yes
slr0453,1688640.87305599,1342119.14288316,1222224.07828973,1200655.86188987,973527.637629897,975119.434249386,723381.472632658,1173861.61818251,1554780.60380003,1322544.37959436,1309733.41914679,1043485.17870372,535321.717427206,1228292.6528705,780459.0582107321,991109.336935823,1041936.42247609,1029159.43461862,1463774.21376753,1157760.57833383,3.43668199218686,0.03489424050840828,yes
slr0454,53874.7367439,80819.73127310001,46972.1044859,153726.48176700002,99985.02526930001,66717.1425928,43647.4887671,2007473.14222,68019.2059709,96779.8539016,62698.1953161,111159.48073800001,100991.96229400001,143729.476412,76037.90545060001,77268.73818110001,144398.532194,188545.96697100002,366844.064055,133510.848286,0.8507394476330774,0.5150539880261553,no
slr0457,464179.0425915,581626.673675,582630.035371,521752.56385200005,569897.907423,410916.126916,529270.865955,669768.665578,1226482.016828,732854.271085,312612.3166379,503568.80493900005,397769.033232,435338.06566,498854.07915,353806.572082,303592.616758,383024.554767,381295.36671599996,366320.806733,1.8970481118731803,0.16332663290826843,no
slr0458,233852.944036,258463.34897199998,222740.764709,216790.000287,106325.406577,150133.532426,176703.222752,116688.14464500001,256024.38562800002,331345.199413,213561.49128699998,207704.06511199998,293340.42156399996,260773.87146300002,310033.464911,232327.411287,267242.07451199996,206580.37820799998,378732.51548299997,234976.43547399997,5.516345899889099,0.006180118454679595,yes
slr0469,1884571.06136032,1304586.46290215,1114307.17742327,1167583.67541965,1356300.83407792,1027878.78637009,2415554.2797752004,741504.460421733,10912095.1046961,10118675.461857,5292243.34572258,11568521.5027577,5102946.35444252,11807959.0094343,7892074.77922703,7589529.6355408,17152111.744148903,10435946.889384698,14586909.509946201,22107335.003403697,18.909396438710644,1.004006190990631e-05,yes
slr0476,1341574.4573,755175.441999,309196.669261,598462.851483,961517.561643,888553.9060610001,738674.177318,355868.47603200004,294712.836965,2082801.55671,1772370.69006,2536387.37847,1536821.0855299998,2855935.96655,2142752.01763,2069805.0105,5659163.34984,2334195.23973,4711978.4063099995,4995980.0796300005,12.72543417764493,0.0001025685097350977,yes
slr0479,76462.2023865,112943.25853199999,149954.993991,93322.4535867,111675.571893,142729.198941,146178.987784,289319.83511,851524.097008,631487.51115,174032.692542,610361.114281,275276.04618,752036.6047,460674.30919799994,116351.13518399998,996730.971033,795087.716987,758988.8130600001,843054.719798,10.50386640135025,0.0002920405027172454,yes
slr0482,212838.45138800002,94086.031249,226802.42982699999,115000.744244,153928.36477000001,125713.252749,93586.95204450001,234295.16337800003,163454.657602,127795.915322,161676.90495999999,86476.9957352,230282.361944,125420.089374,92146.1514595,108906.584681,115094.29905599999,143420.394228,257468.039323,187587.575507,0.3285404652387403,0.8544642246666498,no
slr0483,15386240.68745,11870246.97064,5717091.22617,10658885.39997,2946407.81864,5654841.84044,21288459.37212,11101138.4795,12135502.85075,36888504.150762,2201999.113211,3363225.9951299997,2296218.740602,5311454.07116,11928335.685047,14890508.678476999,758224.9794289999,27263690.196139,18235812.020620998,42011687.438758,0.845808511570375,0.5177862927003885,no
slr0484,354843.742157,426570.22753800004,389664.746858,270380.441628,274611.1408235,344425.270344,397578.7563717,445930.7004162,266841.98511350004,408853.612083,437918.5379979999,373677.809315,286689.386964,431843.15487200004,286514.68629640003,278763.028572,512190.45901899994,274856.796684,412658.355057,275555.800777,0.2544294960973176,0.9024459350662521,no
slr0502,164047.884767,500644.258042,563237.4316819999,431340.804112,452882.207328,451826.70451999997,317907.348713,578514.925485,517222.823583,876280.491389,488721.571182,607438.5613470001,512042.92523900006,400396.18122800003,469689.94947600004,492240.042449,339658.08513099997,728642.2054409999,609641.852354,586083.557699,1.4626947995342676,0.26257990162556333,no
slr0506,4959174.96806263,2935747.87745323,1987078.9806557999,1969601.0711522999,3836618.4637524,1514730.64707655,4492021.62238413,1594869.35468503,2782743.99600202,4000501.08653097,1568057.47007544,3459652.96557287,1559377.48495532,2977435.39342474,2287252.42254201,2500974.9974097,2888728.15276867,3585072.8064089995,2685684.31130764,4523043.8427735,0.46693838330302845,0.7591324273003889,no
slr0513,590081.32510219,995891.409956614,1011336.47988462,620307.808809957,543318.109860352,789266.1727948659,711542.798076219,1254098.36150781,1584325.4605162,1262266.35738662,1380380.56975717,1332253.69556903,2062051.89233598,1218671.09987217,1384499.3669784,1562101.8374333,976903.740465576,736869.672785499,933766.241355025,949268.8145242791,8.00320275299177,0.0011611630908224119,yes
slr0516,3302327.25236427,3267380.47631275,2402900.95745137,2589883.82378891,3884396.73076634,2390014.38871313,2347163.12614717,2038759.43741478,3895967.53958069,3250155.32385746,3565925.48290196,4034309.37794048,3842609.87689641,4029011.94462181,3669036.24729943,3917295.70330966,4313201.12633826,2952936.53417395,3704051.00907701,3272912.46925901,3.9584471975724407,0.02181977648925399,yes
slr0520,2651746.81801,2039154.28345,1328966.53199,1850217.0570599998,1102973.27329,1879150.5302400002,1063700.37785,1213029.4171,904063.4603340001,1326437.84919,1682728.3194600001,1375445.45879,608012.6406439999,165294.74562200002,1673498.62415,109672.903307,2604692.5775099997,583233.17273,2735838.6151,558193.575017,1.8853495202182384,0.1653994475165165,no
slr0523,291059.3894996,732436.2474260001,529384.455962,700243.115062,1116471.698293,984522.695567,1010864.137037,425041.443351,1799661.789023,1811611.92755,1529798.040633,2006759.4496189998,1371249.685088,1994472.381338,1681272.102482,1539480.284424,945200.274473,1758227.5779740002,2444268.012785,1751735.1609389998,10.060290804964806,0.00036658898873260154,yes
slr0525,5084850.59079477,3743301.40477084,1572096.98614167,2155122.11710416,4043406.28755467,1934759.41816343,2993171.82882166,1952913.84221228,3264121.13278689,3391850.49415577,3226333.1359499,3488848.90131526,2407112.05254718,4191918.21608989,2697540.3597981003,3436983.85693893,4248836.08990184,2602978.23121032,4739272.73539475,3233891.59342634,0.48647284465944374,0.745589241553773,no
slr0526,674441.47568,176278.883426,275714.888758,115251.29582,456630.936399,130274.320052,557263.82256,162384.685308,339378.60852,681746.098637,71415.9907687,668559.964255,135418.704602,710274.5927060001,630788.5805810001,579375.605692,810767.719405,668964.443029,1064007.70236,596460.596963,2.4404683025890597,0.09218156803585566,no
slr0527,1036013.65898,1064274.49926,959077.992581,897950.6314530001,380219.234766,673647.281651,641108.39046,481384.826405,415824.190839,524822.379604,335432.63923800003,149592.69020799999,79336.49980630001,277147.84578699997,202534.639661,641568.760329,172657.184213,429855.128656,342241.093591,131647.319731,13.867091462239262,6.306664391775767e-05,yes
slr0528,5341589.78801,6594470.16022,5457599.59227,5705780.90213,5924653.15044,5009849.12792,4733698.10161,3023149.07056,7979872.54325,7707184.208849001,7628439.77162,7691034.101296001,6771936.06864,6988597.460357001,7930134.153067,6796954.291979,8060516.660998,7636861.916867999,9829653.668751,8212780.183386999,15.216812885904085,3.684998956791707e-05,yes
slr0534,833960.190250105,577771.203693632,478243.65683970205,224839.528976498,708679.739084812,377828.923392483,484113.045449805,600483.90278733,1144976.71045979,1163459.52210082,468952.836669636,1388189.04906365,541433.122835928,968621.4519416109,948275.640413535,1053277.85738033,1264724.12721399,1181245.02089284,1460749.36119969,1850535.86938294,7.51509074101355,0.0015689817508652759,yes
slr0536,6640118.76680592,8552718.85632129,6974989.40675989,7062130.12443304,7512009.34642669,6963946.59643376,6501092.48741653,3277755.51347986,4473958.30137794,2386668.7287826,7834335.39759658,3899954.07583696,14353748.4691269,3894480.12442164,4275977.23380546,5025860.34093753,1735029.10498402,5675727.33571962,1739926.51020293,804216.07328638,1.9450163550145403,0.15511424254403433,no
slr0537,248060.16936289996,1669364.305546,1214924.306662,1463070.178539,453688.73833599995,1683217.925197,873778.461892,1420448.356354,1375562.463315,883085.4846040001,394758.163249,484475.34725600004,269945.243853,293357.098253,1762843.931918,1148897.699413,1086917.376386,946263.0309530001,740215.909176,1462486.787022,0.3325780478771435,0.8517524973776237,no
slr0542,4048304.65541439,4225324.40100062,5636615.29681055,5071583.37021516,2624891.65684652,4603599.63803168,4834857.59264568,4968966.12247287,1842377.1044689,933539.10878183,870454.0598678091,616776.259390786,1060160.12405897,722338.094498267,443857.87582273205,695699.036388146,349461.459022736,454048.949385382,793105.849236945,1548461.12720435,33.44622540230256,2.6028629702989515e-07,yes
slr0543,529343.429645,672818.4105378,819189.562813,1008249.563198,1206159.268547,1086880.49991,1248756.674189,1685526.498253,1236255.639902,1025262.224825,1479138.578123,727373.961044,1353468.278056,907131.9189940001,753148.239238,823025.960878,638330.562501,538064.4258890001,569834.159174,493268.099588,5.95251875333289,0.004486288434397517,yes
slr0545,448080.71094200003,301186.871621,328653.120766,380666.892724,284629.01536900003,263904.090904,250736.17317399997,152170.55749200002,361318.07092800003,425681.247804,259496.11168000003,319080.960953,233891.82296999998,253796.80196100002,266452.006572,202568.365549,417680.790096,288884.98566199996,499424.165159,354663.999595,4.795092732556892,0.01081640073087355,yes
slr0546,1365661.351192,1646154.9983120002,1067654.604969,1567389.33361,1330056.2906458,1577882.741809,1542271.9421020001,1503698.468699,2315442.660889,2732672.952282,1733026.687606,2369418.586466,1467090.9235,2462762.020609,2919207.16591,2473404.658303,3302664.404872,3348022.823148,3921193.908539,4022904.02335,21.135112300393306,5.048281194550103e-06,yes
slr0549,1981939.0148959998,560615.243194,792974.0140410999,521209.395921,1588995.301158,833727.401163,2316405.009821,920573.779425,467162.29669,300020.4458068,550026.359094,397435.880527,344457.3896668,185979.4725664,138235.74449920002,294416.494002,227442.4191316,309207.538848,358067.582928,284454.8835749,5.2655341203662065,0.00747501142016373,yes
slr0550,2814892.8703860003,4047621.24261,3176566.76693,3036101.1679,2875688.67285,2432329.52807,1931145.549695,1515873.01446,3247390.47212,3213756.48148,3178368.30376,3069260.33336,3006293.8003700003,3113180.96172,3016254.42091,2725375.60857,3372576.57474,2704052.4596599997,2716815.18954,2534895.56365,4.472046706125111,0.014082846310094746,yes
slr0551,3486901.10912637,3485015.34106726,2430949.63960565,4029269.92629359,5087047.40898203,3125550.07627414,3154675.0290343,4187029.00181304,7629314.57309388,8383013.22121539,5765064.49073653,8955451.98688371,6491840.94858455,11149125.1220637,9490168.75742998,9775277.529030802,12682962.228347698,11577357.8894569,11884039.9854337,13116549.680682901,36.912695469458974,1.3453078158302784e-07,yes
slr0552,9791445.62556353,9987219.00942491,8199162.29161874,9032935.18046963,12770003.8409348,8046099.39322429,8655503.85474115,8566718.36592331,13812894.7703695,16658340.024167499,11298236.831784101,17892795.366635002,12249363.637891099,17884059.1678625,16654445.3562578,15122218.6372162,27139677.3838224,26995613.9206927,27008872.0607427,32916793.6462843,42.59725199807081,5.096897853489243e-08,yes
slr0556,90964.6816298,102943.26221,108591.077259,104178.544877,81756.4801878,100330.021527,74213.9326019,177719.32546300002,164863.827288,225606.45660700003,154670.443871,206307.591459,147930.135907,281431.11320900003,165681.45170799998,188026.98438399998,273972.345713,300540.55349200004,357476.19504,305012.003247,17.25322080695117,1.7500847217101824e-05,yes
slr0557,4437404.23181927,4244928.31260477,3300637.48994446,3462508.34821152,3256191.59658036,2990603.32671738,3190165.01692695,2375309.99811551,5511774.26421264,4705305.41749447,4803594.56172273,5018534.29897724,4313118.33220175,5045407.38410412,4315487.53546743,3938266.76683029,3766109.63076545,1822236.43971698,3996191.12154524,2334565.83098376,8.202208423510017,0.0010304524239342413,yes
slr0559,1590054.4077094,1509654.521932,2179427.134226,1840064.1908310002,1922931.474682,1166553.930582,1296980.7104200001,650741.530154,1138959.53777,1954264.1458169997,1317618.387327,964070.685599,1729272.251111,825105.846698,778885.555852,892193.492214,583920.224603,588613.997233,294777.249215,752148.948165,5.042427414523512,0.008887810363560225,yes
